0x00324d6fdbaa17b1a5256f396319d513aefbbacf,HIGH,",('0x00324d6fdbaa17b1a5256f396319d513aefbbacf','HIGH')"
0x00669622c5e504f0c7aeecf6e1488f4a29b6a193,HIGH,",('0x00669622c5e504f0c7aeecf6e1488f4a29b6a193','HIGH')"
0x006c3a508a0ae48624ccd586108c1d8f3c764a74,HIGH,",('0x006c3a508a0ae48624ccd586108c1d8f3c764a74','HIGH')"
0x007485c276e7b77a13f48e19b6041b47291c304f,HIGH,",('0x007485c276e7b77a13f48e19b6041b47291c304f','HIGH')"
0x007c3efb59bc9b3f0a063e9340355273f1dfb2f1,HIGH,",('0x007c3efb59bc9b3f0a063e9340355273f1dfb2f1','HIGH')"
0x0080960fd6c8ac5bb33b3683c46ad915cdd219d7,HIGH,",('0x0080960fd6c8ac5bb33b3683c46ad915cdd219d7','HIGH')"
0x00863a1c198a119e29eedf3caf27dcb4ef1b4f70,HIGH,",('0x00863a1c198a119e29eedf3caf27dcb4ef1b4f70','HIGH')"
0x00da4b490e4cc1463bface6cd6db38ea54f3ff9b,HIGH,",('0x00da4b490e4cc1463bface6cd6db38ea54f3ff9b','HIGH')"
0x00f875a1587b0cff79feee7c040e7e2dd82060f1,HIGH,",('0x00f875a1587b0cff79feee7c040e7e2dd82060f1','HIGH')"
0x00fcec282ecf3521847daa9d48176963ce2cc69d,HIGH,",('0x00fcec282ecf3521847daa9d48176963ce2cc69d','HIGH')"
0x00fd51d64e59e7540ee3cdc9a4dd3420e42536de,HIGH,",('0x00fd51d64e59e7540ee3cdc9a4dd3420e42536de','HIGH')"
0x0104d476c19c6c3f9b5536f6aaf62ac4bee9188b,HIGH,",('0x0104d476c19c6c3f9b5536f6aaf62ac4bee9188b','HIGH')"
0x011e6921c434e49dacfa9cddae3de75141db0563,HIGH,",('0x011e6921c434e49dacfa9cddae3de75141db0563','HIGH')"
0x013f74fa460cd9c8ca80eec861ff81d9ba5df66e,HIGH,",('0x013f74fa460cd9c8ca80eec861ff81d9ba5df66e','HIGH')"
0x01484bc8b12070f5ee18c709e8fcd0e8a95a94bb,HIGH,",('0x01484bc8b12070f5ee18c709e8fcd0e8a95a94bb','HIGH')"
0x014bcbc7ab0eaa72688b91fc2063c50a0a38342e,HIGH,",('0x014bcbc7ab0eaa72688b91fc2063c50a0a38342e','HIGH')"
0x0185548f209047f6358598bb9ac6581b6c8ed7ba,HIGH,",('0x0185548f209047f6358598bb9ac6581b6c8ed7ba','HIGH')"
0x0194a690bb3fdff303e8bf5f58d9c3080771382b,HIGH,",('0x0194a690bb3fdff303e8bf5f58d9c3080771382b','HIGH')"
0x01b3eb2d3e6eccb1b276bf9b3b35ce6f970652b0,HIGH,",('0x01b3eb2d3e6eccb1b276bf9b3b35ce6f970652b0','HIGH')"
0x01d37c3c7b67872e8ecf5189aed63e749fa80f41,HIGH,",('0x01d37c3c7b67872e8ecf5189aed63e749fa80f41','HIGH')"
0x01e6eb0666fb027ea21b3a564420b461f4407df1,HIGH,",('0x01e6eb0666fb027ea21b3a564420b461f4407df1','HIGH')"
0x01fcba42ed7d486cd54148a2dd5de784054ae1c5,HIGH,",('0x01fcba42ed7d486cd54148a2dd5de784054ae1c5','HIGH')"
0x0212535d92b4fabc447e88e0676cfe3b233730bc,HIGH,",('0x0212535d92b4fabc447e88e0676cfe3b233730bc','HIGH')"
0x021ed84628b93ec9c308835538ed0155c4e71edc,HIGH,",('0x021ed84628b93ec9c308835538ed0155c4e71edc','HIGH')"
0x022b52fa3995fe2944c8cb0b45dc9f35d47ae788,HIGH,",('0x022b52fa3995fe2944c8cb0b45dc9f35d47ae788','HIGH')"
0x024661aded7b7ea9c486e7a218f80bfa6b8c4579,HIGH,",('0x024661aded7b7ea9c486e7a218f80bfa6b8c4579','HIGH')"
0x024fc67bcbca66f5921bac831a822fdbb85c9aef,HIGH,",('0x024fc67bcbca66f5921bac831a822fdbb85c9aef','HIGH')"
0x027c2e1953d6c4a18e45f96eba5d1adc03355c86,HIGH,",('0x027c2e1953d6c4a18e45f96eba5d1adc03355c86','HIGH')"
0x029c5aeea06c2bfe218c6c71ca6b04f54996388f,HIGH,",('0x029c5aeea06c2bfe218c6c71ca6b04f54996388f','HIGH')"
0x02a5410f25e02d2a792cb123df46360392ac5fa1,HIGH,",('0x02a5410f25e02d2a792cb123df46360392ac5fa1','HIGH')"
0x02d80890ed2c091075d33d69cb4a8c675ebc12b3,HIGH,",('0x02d80890ed2c091075d33d69cb4a8c675ebc12b3','HIGH')"
0x02ef1e07f39cd6fd71bd5d68373afddf5de7bdc3,HIGH,",('0x02ef1e07f39cd6fd71bd5d68373afddf5de7bdc3','HIGH')"
0x0327344015c02e55ce6f13f90cc132da5d98cd52,HIGH,",('0x0327344015c02e55ce6f13f90cc132da5d98cd52','HIGH')"
0x035221cf1bdccd8100531b6b6dcc06fa806a88ba,HIGH,",('0x035221cf1bdccd8100531b6b6dcc06fa806a88ba','HIGH')"
0x035eb2768bfcb90b520a01d4b65bb22dabc12ff6,HIGH,",('0x035eb2768bfcb90b520a01d4b65bb22dabc12ff6','HIGH')"
0x03d679a3c74a2c705407008befa12d22d21161d4,HIGH,",('0x03d679a3c74a2c705407008befa12d22d21161d4','HIGH')"
0x03f664a47ea1ae68154d3cf66bcf47bc524468cf,HIGH,",('0x03f664a47ea1ae68154d3cf66bcf47bc524468cf','HIGH')"
0x03f74dfa586fe2f345793072440095dcf54de1ed,HIGH,",('0x03f74dfa586fe2f345793072440095dcf54de1ed','HIGH')"
0x041c2c5714f1793413122f72d1bb82e5c3428c38,HIGH,",('0x041c2c5714f1793413122f72d1bb82e5c3428c38','HIGH')"
0x04a9337d7376219f7e2e24732b8096d92a079ad7,HIGH,",('0x04a9337d7376219f7e2e24732b8096d92a079ad7','HIGH')"
0x04d9a64ec5a122c5fb075065df368ffa793a12cd,HIGH,",('0x04d9a64ec5a122c5fb075065df368ffa793a12cd','HIGH')"
0x04fa430ac24c674b9bafabc114faf2bd339507a7,HIGH,",('0x04fa430ac24c674b9bafabc114faf2bd339507a7','HIGH')"
0x05144b6eba04f846513c4e29812722f9397ee30a,HIGH,",('0x05144b6eba04f846513c4e29812722f9397ee30a','HIGH')"
0x051e7957b1f331bd4d99c1ed710dcc6d20c63652,HIGH,",('0x051e7957b1f331bd4d99c1ed710dcc6d20c63652','HIGH')"
0x05299e852bd4e764efd660459bf97c6dec13742b,HIGH,",('0x05299e852bd4e764efd660459bf97c6dec13742b','HIGH')"
0x056b73b9ec058e32e7c2db79745f32c14c45317c,HIGH,",('0x056b73b9ec058e32e7c2db79745f32c14c45317c','HIGH')"
0x057177ebd072b72c21389110c69baedd18613f90,HIGH,",('0x057177ebd072b72c21389110c69baedd18613f90','HIGH')"
0x058e95c091cd268bac5dc888e79e1db2233c1a21,HIGH,",('0x058e95c091cd268bac5dc888e79e1db2233c1a21','HIGH')"
0x05a1ff0a32bc24265bcb39499d0c5d9a6cb2011c,HIGH,",('0x05a1ff0a32bc24265bcb39499d0c5d9a6cb2011c','HIGH')"
0x05cda5762ef3759fa636e4803e072185360ed85b,HIGH,",('0x05cda5762ef3759fa636e4803e072185360ed85b','HIGH')"
0x05ffc80623b58c10508e42509621e2e1a338b77b,HIGH,",('0x05ffc80623b58c10508e42509621e2e1a338b77b','HIGH')"
0x0627cab3b258c20c175b4dd17d26aac829f02e23,HIGH,",('0x0627cab3b258c20c175b4dd17d26aac829f02e23','HIGH')"
0x063035e34030e604dbee888895b89e625e40b7f4,HIGH,",('0x063035e34030e604dbee888895b89e625e40b7f4','HIGH')"
0x065c3220a274386659321309cd8169cfd2e57331,HIGH,",('0x065c3220a274386659321309cd8169cfd2e57331','HIGH')"
0x0690f5180cccc9b43a3198bbec2cbb35c2ed4e63,HIGH,",('0x0690f5180cccc9b43a3198bbec2cbb35c2ed4e63','HIGH')"
0x06a1628ac27ddf3caa2c9ed9138c2529f2e1ec6c,HIGH,",('0x06a1628ac27ddf3caa2c9ed9138c2529f2e1ec6c','HIGH')"
